smiles,solvent,emi_peakwavs_max,emi_bandwidth,source
COc1ccc(C2=C3C(C)=CC(C=Cc4ccc(C(=O)OC5C[C@H]6CCC5(C)C6(C)C)cc4)=[N+]3[B-](F)(F)n3c(/C=C/c4ccc(C(=O)OC5CC6CCC5(C)C6(C)C)cc4)cc(C)c32)cc1,Cc1ccccc1,710.0,24.0,deep4chem
O=C1CC(=O)Nc2ccccc2N1,CS(C)=O,337.0,54.5,deep4chem
Cc1ccc2c(c1)NC(=O)CC(=O)N2,CS(C)=O,346.0,48.6,deep4chem
Cc1cc2c(cc1C)NC(=O)CC(=O)N2,CS(C)=O,349.0,45.6,deep4chem
O=C1CC(=O)Nc2cc(Cl)ccc2N1,CS(C)=O,336.0,45.6,deep4chem
O=C1CC(=O)Nc2cc(Br)ccc2N1,CS(C)=O,350.0,51.7,deep4chem
O=C1CC(=O)Nc2cc(C(=O)O)ccc2N1,CS(C)=O,407.0,101.6,deep4chem
O=C1CC(=O)Nc2cc([N+](=O)[O-])ccc2N1,CS(C)=O,403.0,108.1,deep4chem
Cc1cc2c(cc1[N+](=O)[O-])NC(=O)CC(=O)N2,CS(C)=O,350.0,73.4,deep4chem
Nc1ccc2c(c1)NC(=O)CC(=O)N2,CS(C)=O,385.0,59.8,deep4chem
O=C1c2cccc3cc4ccccc4c(c23)C(=O)N1Cc1ccccn1,CCCCCC,465.0,52.6,deep4chem
O=C1c2cccc3cc4ccccc4c(c23)C(=O)N1Cc1ccccn1,Cc1ccccc1,483.0,62.4,deep4chem
O=C1c2cccc3cc4ccccc4c(c23)C(=O)N1Cc1ccccn1,ClCCl,490.0,62.1,deep4chem
O=C1c2cccc3cc4ccccc4c(c23)C(=O)N1Cc1ccccn1,C1CCOC1,485.0,63.8,deep4chem
O=C1c2cccc3cc4ccccc4c(c23)C(=O)N1Cc1ccccn1,CCO,500.0,70.5,deep4chem
O=C1c2cccc3c(NCc4ccccn4)c4ccccc4c(c23)C(=O)N1Cc1ccccn1,CCO,615.0,44.2,deep4chem
CCCCCCCCCCCCN1C(=O)c2cccc3c(N(Cc4ccccn4)Cc4ccccn4)c4ccccc4c(c23)C1=O,CCCCCC,555.0,43.4,deep4chem
CCCCCCCCCCCCN1C(=O)c2cccc3c(N(Cc4ccccn4)Cc4ccccn4)c4ccccc4c(c23)C1=O,Cc1ccccc1,573.0,47.4,deep4chem
CCCCCCCCCCCCN1C(=O)c2cccc3c(N(Cc4ccccn4)Cc4ccccn4)c4ccccc4c(c23)C1=O,ClCCl,587.0,51.1,deep4chem
CCCCCCCCCCCCN1C(=O)c2cccc3c(N(Cc4ccccn4)Cc4ccccn4)c4ccccc4c(c23)C1=O,C1CCOC1,583.0,50.4,deep4chem
CCCCCCCCCCCCN1C(=O)c2cccc3c(N(Cc4ccccn4)Cc4ccccn4)c4ccccc4c(c23)C1=O,CCO,597.0,56.4,deep4chem
CC(=O)N(Cc1ccccn1)c1c2ccccc2c2c3c(cccc13)C(=O)N(Cc1ccccn1)C2=O,CCO,509.0,68.2,deep4chem
Cc1ccc2nc3c(nc2c1)c(-c1ccccc1)nn3C,C1CCCCC1,472.0,64.4,deep4chem
Cc1ccc2nc3c(nc2c1)c(-c1ccccc1)nn3C,C1CCOC1,500.0,80.7,deep4chem
Cc1ccc2nc3c(nc2c1)c(-c1ccccc1)nn3C,CC#N,516.0,94.2,deep4chem
COc1ccc2nc3c(nc2c1)c(-c1ccccc1)nn3C,C1CCCCC1,478.0,55.7,deep4chem
COc1ccc2nc3c(nc2c1)c(-c1ccccc1)nn3C,C1CCOC1,495.0,66.3,deep4chem
COc1ccc2nc3c(nc2c1)c(-c1ccccc1)nn3C,CC#N,507.0,80.9,deep4chem
CCCCN(CCCC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,ClCCl,609.0,70.2,deep4chem
CCCCN(CCCC)c1ccc2nc3c4ccccc4c(=O)c(OC(=C(C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F)c-3oc2c1,ClCCl,631.0,48.7,deep4chem
CCCCN(CCCC)c1ccc2nc3c4ccccc4c(=O)c(-c4ccccc4)c-3oc2c1,ClCCl,625.0,76.3,deep4chem
CCCCN(CCCC)c1ccc2nc3c4ccccc4c(=O)c(-c4cccc5ccccc45)c-3oc2c1,ClCCl,620.0,73.8,deep4chem
CCCCN(CCCC)c1ccc2nc3c4ccccc4c(=O)c(-c4c5ccccc5cc5ccccc45)c-3oc2c1,ClCCl,619.0,61.0,deep4chem
CCCCN(CCCC)c1ccc2nc3c4ccccc4c(=O)c(-c4ccc5c(c4)C(CCCC)(CCCC)c4ccccc4-5)c-3oc2c1,ClCCl,634.0,62.2,deep4chem
C(=C/c1cccc2ccccc12)\c1ccc(-c2nnc(-c3ccc(-c4cc5ccccc5s4)cc3)o2)cc1,CO,448.0,77.5,deep4chem
C(=C/c1cccc2ccccc12)\c1ccc(-c2nnc(-c3ccc(-c4cc5ccccc5s4)cc3)o2)cc1,CCCO,441.0,71.6,deep4chem
C(=C/c1cccc2ccccc12)\c1ccc(-c2nnc(-c3ccc(-c4cc5ccccc5s4)cc3)o2)cc1,CCCCCO,438.0,66.2,deep4chem
C(=C/c1cccc2ccccc12)\c1ccc(-c2nnc(-c3ccc(-c4cc5ccccc5s4)cc3)o2)cc1,CCCCCCCCO,436.0,68.9,deep4chem
C(=C/c1cccc2ccccc12)\c1ccc(-c2nnc(-c3ccc(-c4cc5ccccc5s4)cc3)o2)cc1,CCCCCCCCCCO,437.0,70.2,deep4chem
C(=C/c1cccc2ccccc12)\c1ccc(-c2nnc(-c3ccc(-c4cc5ccccc5s4)cc3)o2)cc1,CS(C)=O,455.0,80.0,deep4chem
C(=C/c1cccc2ccccc12)\c1ccc(-c2nnc(-c3ccc(-c4cc5ccccc5s4)cc3)o2)cc1,CN(C)C=O,447.0,74.7,deep4chem
C(=C/c1cccc2ccccc12)\c1ccc(-c2nnc(-c3ccc(-c4cc5ccccc5s4)cc3)o2)cc1,CC#N,441.0,74.7,deep4chem
C(=C/c1cccc2ccccc12)\c1ccc(-c2nnc(-c3ccc(-c4cc5ccccc5s4)cc3)o2)cc1,CC(C)=O,437.0,70.0,deep4chem
C(=C/c1cccc2ccccc12)\c1ccc(-c2nnc(-c3ccc(-c4cc5ccccc5s4)cc3)o2)cc1,CCCCCCCC,426.0,47.0,deep4chem
CN(C)c1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CO,404.0,71.4,deep4chem
CN(C)c1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CCCO,399.0,64.5,deep4chem
CN(C)c1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CCCCCO,399.0,69.2,deep4chem
CN(C)c1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CCCCCCCCO,398.0,62.0,deep4chem
CN(C)c1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CCCCCCCCCCO,394.0,62.6,deep4chem
CN(C)c1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CS(C)=O,408.0,73.2,deep4chem
CN(C)c1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CN(C)C=O,401.0,72.1,deep4chem
CN(C)c1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CC#N,397.0,69.5,deep4chem
CN(C)c1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CC(C)=O,395.0,66.9,deep4chem
CN(C)c1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CCCCCCCC,387.0,51.2,deep4chem
FC(F)(F)c1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CO,389.0,69.7,deep4chem
FC(F)(F)c1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CCCO,391.0,71.5,deep4chem
FC(F)(F)c1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CCCCCO,393.0,72.4,deep4chem
FC(F)(F)c1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CCCCCCCCO,394.0,52.6,deep4chem
FC(F)(F)c1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CCCCCCCCCCO,395.0,53.5,deep4chem
FC(F)(F)c1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CS(C)=O,397.0,55.9,deep4chem
FC(F)(F)c1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CN(C)C=O,416.0,70.0,deep4chem
FC(F)(F)c1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CC#N,388.0,58.5,deep4chem
FC(F)(F)c1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CC(C)=O,390.0,65.3,deep4chem
FC(F)(F)c1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CCCCCCCC,387.0,48.6,deep4chem
COc1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CO,445.0,108.1,deep4chem
COc1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CCCO,438.0,94.6,deep4chem
COc1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CCCCCO,436.0,89.7,deep4chem
COc1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CCCCCCCCO,433.0,79.4,deep4chem
COc1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CCCCCCCCCCO,427.0,73.5,deep4chem
COc1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CS(C)=O,459.0,108.7,deep4chem
COc1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CN(C)C=O,463.0,100.9,deep4chem
COc1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CC#N,441.0,111.3,deep4chem
COc1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CC(C)=O,449.0,92.5,deep4chem
COc1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CCCCCCCC,407.0,54.4,deep4chem
CCc1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CO,426.0,80.7,deep4chem
CCc1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CCCO,422.0,77.1,deep4chem
CCc1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CCCCCO,421.0,70.4,deep4chem
CCc1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CCCCCCCCO,421.0,65.5,deep4chem
CCc1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CCCCCCCCCCO,420.0,65.0,deep4chem
CCc1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CS(C)=O,433.0,81.0,deep4chem
CCc1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CN(C)C=O,429.0,77.4,deep4chem
CCc1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CC#N,421.0,76.8,deep4chem
CCc1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CC(C)=O,420.0,69.5,deep4chem
CCc1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CCCCCCCC,389.0,48.6,deep4chem
COC(=O)C(Cc1ccc2oc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CO,486.0007484,91.7,deep4chem
COC(=O)C(Cc1ccc2oc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CCCCCC,392.749838,42.7,deep4chem
COC(=O)C(Cc1ccc2oc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CCOC(C)=O,448.7504544,64.6,deep4chem
COC(=O)C(Cc1ccc2oc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CN(C)C=O,461.7508669,80.4,deep4chem
COC(=O)C(Cc1ccc2oc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)nc2c1)NC(=O)OC(C)(C)C,CC1COC(=O)O1,474.0010428,84.2,deep4chem
CN(C)c1ccc(C2=Cc3ccc4ccccc4[n+]3[B-](F)(F)O2)cc1,ClC(Cl)Cl,521.0,56.1,deep4chem
COc1ccc(C2=Cc3ccc4ccccc4[n+]3[B-](F)(F)O2)cc1,ClC(Cl)Cl,457.0,55.3,deep4chem
Cc1ccc(C2=Cc3ccc4ccccc4[n+]3[B-](F)(F)O2)cc1,ClC(Cl)Cl,443.0,53.5,deep4chem
Cc1cccc(C2=Cc3ccc4ccccc4[n+]3[B-](F)(F)O2)c1,ClC(Cl)Cl,440.0,50.8,deep4chem
F[B-]1(F)OC(c2ccccc2)=Cc2ccc3ccccc3[n+]21,ClC(Cl)Cl,438.0,53.9,deep4chem
F[B-]1(F)OC(c2ccc(Br)cc2)=Cc2ccc3ccccc3[n+]21,ClC(Cl)Cl,440.0,56.9,deep4chem
F[B-]1(F)OC(c2cccc(Br)c2)=Cc2ccc3ccccc3[n+]21,ClC(Cl)Cl,435.0,57.2,deep4chem
Fc1cccc(C2=Cc3ccc4ccccc4[n+]3[B-](F)(F)O2)c1,ClC(Cl)Cl,435.0,55.9,deep4chem
F[B-]1(F)OC(c2ccc(C(F)(F)F)cc2)=Cc2ccc3ccccc3[n+]21,ClC(Cl)Cl,434.0,58.9,deep4chem
CN(C)c1ccc(/C=C2/N=C(c3ccccc3)OC2=O)cc1,CCCCCC,472.0,52.4,deep4chem
CN(C)c1ccc(/C=C2/N=C(c3ccccc3)OC2=O)cc1,C1COCCO1,513.0,56.1,deep4chem
CN(C)c1ccc(/C=C2/N=C(c3ccccc3)OC2=O)cc1,CN(C)C=O,547.0,53.6,deep4chem
CN(C)c1ccc(/C=C2/N=C(c3ccccc3)OC2=O)cc1,CO,537.0,58.5,deep4chem
Cc1cc(=O)oc2cc3cc(O)ccc3cc12,CC#N,450.0,68.1,deep4chem
Cc1cc(=O)oc2ccc3ccc(O)cc3c12,CC#N,429.0,98.4,deep4chem
Cc1cc(=O)c2c(ccc3ccc(O)cc32)o1,CC#N,430.0,118.4,deep4chem
CCCCCCCCOc1ccc2c3cccc4c(OCCCCCCCC)ccc(c5cccc1c52)c43,Cc1ccccc1,467.989043,43.6,deep4chem
CCCCCCCCOc1ccc2c3cccc4c(OCCCCCCCC)ccc(c5cccc1c52)c43,ClC(Cl)Cl,471.0088929,43.9,deep4chem
CCCCCCCCOc1ccc2c3cccc4c(OCCCCCCCC)ccc(c5cccc1c52)c43,ClCCl,469.9916452,43.4,deep4chem
CCCCCCCCOc1ccc2c3cccc4c(OCCCCCCCC)ccc(c5cccc1c52)c43,C1CCOC1,468.0304667,42.8,deep4chem
CCCCCCCCOc1ccc2c3cccc4c(OCCCCCCCC)ccc(c5cccc1c52)c43,c1ccncc1,474.0072409,43.4,deep4chem
COc1ccc2cc(-c3ccc([N+](=O)[O-])cc3)ccc2c1,C1CCOC1,534.0,127.3,deep4chem
COc1ccc2cc(-c3ccc([N+](=O)[O-])cc3)ccc2c1,ClC(Cl)Cl,573.0,144.1,deep4chem
COc1ccc2cc(-c3ccc([N+](=O)[O-])cc3)ccc2c1,ClCCl,591.0,157.5,deep4chem
COc1ccc2cc(-c3ccc([N+](=O)[O-])cc3)ccc2c1,CC#N,647.0,195.1,deep4chem
O=[N+]([O-])c1ccc(C#Cc2ccc3ccccc3c2)cc1,ClCCl,546.0,139.2,deep4chem
COc1ccc2cc(C#Cc3ccc([N+](=O)[O-])cc3)ccc2c1,ClCCl,635.0,172.3,deep4chem
COc1cc2cc(OC)c(-c3ccc([N+](=O)[O-])cc3)cc2cc1-c1ccc([N+](=O)[O-])cc1,ClCCl,578.0,166.4,deep4chem
O=[N+]([O-])c1ccc(C#Cc2ccc3ccc(C#Cc4ccc([N+](=O)[O-])cc4)cc3c2)cc1,ClCCl,527.0,137.8,deep4chem
COc1cc2cc(OC)c(C#Cc3ccc([N+](=O)[O-])cc3)cc2cc1C#Cc1ccc([N+](=O)[O-])cc1,ClCCl,593.0,166.9,deep4chem
C1=CSC(=C2SC=C(/C=C/C=C/C=C/C3=CSC(=C4SC=CS4)S3)S2)S1,CC1CCCCC1,638.0,163.8,deep4chem
C1=CSC(=C2SC=C(/C=C/C=C/C=C/C3=CSC(=C4SC=CS4)S3)S2)S1,ClC(Cl)(Cl)Cl,659.0,170.3,deep4chem
C1=CSC(=C2SC=C(/C=C/C=C/C=C/C3=CSC(=C4SC=CS4)S3)S2)S1,Cc1ccccc1,685.0,177.7,deep4chem
C1=CSC(=C2SC=C(/C=C/C=C/C=C/C3=CSC(=C4SC=CS4)S3)S2)S1,ClC(Cl)Cl,730.0,198.4,deep4chem
CN(C)c1ccc(/C=C/C=C/C=C/c2ccc(N(C)C)cc2)cc1,CCCCCC,461.0,66.5,deep4chem
CN(C)c1ccc(/C=C/C=C/C=C/c2ccc(N(C)C)cc2)cc1,Cc1ccccc1,480.0,65.5,deep4chem
CN(C)c1ccc(/C=C/C=C/C=C/c2ccc(N(C)C)cc2)cc1,CCOCC,471.0,70.2,deep4chem
CN(C)c1ccc(/C=C/C=C/C=C/c2ccc(N(C)C)cc2)cc1,C1CCOC1,482.0,79.1,deep4chem
CN(C)c1ccc(/C=C/C=C/C=C/c2ccc(N(C)C)cc2)cc1,ClCCl,488.0,82.8,deep4chem
CN(C)c1ccc(/C=C/C=C/C=C/c2ccc(N(C)C)cc2)cc1,CN(C)C=O,500.0,96.6,deep4chem
CCCC(=O)c1c2c(c(C(=O)CCC)c3c1OC(CC(=O)OC)(C(=O)O)O3)OCO2,CC#N,542.0,96.0,deep4chem
Nc1ccc(-c2ccc(N)cc2)cc1,CCCCCC,373.0,42.0,deep4chem
Nc1ccc(-c2ccc(N)cc2)cc1,C1COCCO1,392.0,45.8,deep4chem
Nc1ccc(-c2ccc(N)cc2)cc1,CS(C)=O,404.0,46.1,deep4chem
[C-]#[N+]c1ccc(-c2ccc(N)cc2)cc1,CCCCCC,353.0,43.1,deep4chem
[C-]#[N+]c1ccc(-c2ccc(N)cc2)cc1,C1COCCO1,383.0,46.6,deep4chem
[C-]#[N+]c1ccc(-c2ccc(N)cc2)cc1,CS(C)=O,424.0,56.9,deep4chem
[C-]#[N+]c1ccc(-c2ccc(NC)cc2)cc1,CCCCCC,366.0,42.8,deep4chem
[C-]#[N+]c1ccc(-c2ccc(NC)cc2)cc1,C1COCCO1,395.0,45.3,deep4chem
[C-]#[N+]c1ccc(-c2ccc(NC)cc2)cc1,CS(C)=O,436.0,63.5,deep4chem
[C-]#[N+]c1ccc(-c2ccc(N(C)C)cc2)cc1,CCCCCC,357.0,38.8,deep4chem
[C-]#[N+]c1ccc(-c2ccc(N(C)C)cc2)cc1,C1COCCO1,397.0,43.1,deep4chem
[C-]#[N+]c1ccc(-c2ccc(N(C)C)cc2)cc1,CS(C)=O,447.0,67.0,deep4chem
Cc1c[nH]c(=O)[nH]c1=O,CC#N,315.0,87.7,deep4chem
O=c1[nH]cc(F)c(=O)[nH]1,CC#N,322.0,90.1,deep4chem
CCCCN1c2ccccc2Sc2cc(/C=C/c3nc4nc5ccccc5nc4s3)ccc21,C1CCCCC1,558.0,74.4,deep4chem
CCCCN1c2ccccc2Sc2cc(/C=C/c3nc4nc5ccccc5nc4s3)ccc21,Cc1ccccc1,621.0,90.1,deep4chem
CCCCN1c2ccccc2Sc2cc(/C=C/c3nc4nc5ccccc5nc4s3)ccc21,C1COCCO1,640.0,109.3,deep4chem
CCCCN1c2ccccc2Sc2cc(/C=C/c3nc4nc5ccccc5nc4s3)ccc21,CCOCC,635.0,102.2,deep4chem
CCCCN1c2ccccc2Sc2cc(/C=C/c3nc4nc5ccccc5nc4s3)ccc21,CCOC(C)=O,670.0,134.3,deep4chem
CCCCN1c2ccccc2Sc2cc(/C=C/c3nc4nc5ccccc5nc4s3)ccc21,C1CCOC1,670.0,135.4,deep4chem
CCCCN1c2ccccc2Sc2cc(/C=C/c3nc4nc5ccccc5nc4s3)ccc21,ClCCl,729.0,128.6,deep4chem
CCCCN1c2ccccc2Sc2cc(/C=C/c3nc4nc5ccccc5nc4s3)ccc21,CC(C)=O,739.0,145.3,deep4chem
CCCCN1c2ccccc2Sc2cc(/C=C/C3=Nc4ccc5ccccc5c4C3(C)C)ccc21,C1CCCCC1,517.0,74.6,deep4chem
CCCCN1c2ccccc2Sc2cc(/C=C/C3=Nc4ccc5ccccc5c4C3(C)C)ccc21,Cc1ccccc1,550.0,85.9,deep4chem
CCCCN1c2ccccc2Sc2cc(/C=C/C3=Nc4ccc5ccccc5c4C3(C)C)ccc21,C1COCCO1,562.0,95.9,deep4chem
CCCCN1c2ccccc2Sc2cc(/C=C/C3=Nc4ccc5ccccc5c4C3(C)C)ccc21,CCOCC,546.0,84.9,deep4chem
CCCCN1c2ccccc2Sc2cc(/C=C/C3=Nc4ccc5ccccc5c4C3(C)C)ccc21,CCOC(C)=O,564.0,110.3,deep4chem
CCCCN1c2ccccc2Sc2cc(/C=C/C3=Nc4ccc5ccccc5c4C3(C)C)ccc21,C1CCOC1,571.0,96.5,deep4chem
CCCCN1c2ccccc2Sc2cc(/C=C/C3=Nc4ccc5ccccc5c4C3(C)C)ccc21,ClCCl,595.0,96.2,deep4chem
CCCCN1c2ccccc2Sc2cc(/C=C/C3=Nc4ccc5ccccc5c4C3(C)C)ccc21,CS(C)=O,612.0,106.5,deep4chem
CCCCN1c2ccccc2Sc2cc(/C=C/C3=Nc4ccc5ccccc5c4C3(C)C)ccc21,CC(C)O,602.0,92.4,deep4chem
CCCCN1c2ccccc2Sc2cc(/C=C/C3=Nc4ccc5ccccc5c4C3(C)C)ccc21,CC(C)=O,598.0,105.0,deep4chem
CCCCN1c2ccccc2Sc2cc(/C=C/C3=Nc4ccc5ccccc5c4C3(C)C)ccc21,CC#N,610.0,106.2,deep4chem
CCCCN1c2ccccc2Sc2cc(/C=C/C3=Nc4ccc5ccccc5c4C3(C)C)ccc21,CO,635.0,136.0,deep4chem
CCCCCCCCCCCCN1C(=O)c2c(c3ccc4cc(-c5ccc(C(F)(F)F)cc5)c(OC)cc4c3c3c2ccc2cc(-c4ccc(C(F)(F)F)cc4)c(OC)cc23)C1=O,ClCCl,522.0,63.2,deep4chem
CCCCCCCCCCCCN1C(=O)c2c(c3ccc4cc(-c5ccc(C#N)cc5)c(OC)cc4c3c3c2ccc2cc(-c4ccc(C#N)cc4)c(OC)cc23)C1=O,ClCCl,520.0,63.5,deep4chem
CCCCCCCCCCCCN1C(=O)c2c(c3ccc4cc(-c5ccc(C=O)cc5)c(OC)cc4c3c3c2ccc2cc(-c4ccc(C=O)cc4)c(OC)cc23)C1=O,ClCCl,523.0,64.1,deep4chem
CCCCCCCCCCCCN1C(=O)c2c(c3ccc4cc(-c5ccc(F)cc5)c(OC)cc4c3c3c2ccc2cc(-c4ccc(F)cc4)c(OC)cc23)C1=O,ClCCl,525.0,64.4,deep4chem
CCCCCCCCCCCCN1C(=O)c2c(c3ccc4cc(-c5ccc(Cl)cc5)c(OC)cc4c3c3c2ccc2cc(-c4ccc(Cl)cc4)c(OC)cc23)C1=O,ClCCl,526.0,64.4,deep4chem
CCCCCCCCCCCCN1C(=O)c2c(c3ccc4cc(-c5ccccc5)c(OC)cc4c3c3c2ccc2cc(-c4ccccc4)c(OC)cc23)C1=O,ClCCl,526.0,64.7,deep4chem
CCCCCCCCCCCCN1C(=O)c2c(c3ccc4cc(-c5ccc(C)cc5)c(OC)cc4c3c3c2ccc2cc(-c4ccc(C)cc4)c(OC)cc23)C1=O,ClCCl,529.0,65.0,deep4chem
CCCCCCCCCCCCN1C(=O)c2c(c3ccc4cc(-c5ccc(-c6ccccc6)cc5)c(OC)cc4c3c3c2ccc2cc(-c4ccc(-c5ccccc5)cc4)c(OC)cc23)C1=O,ClCCl,527.0,64.7,deep4chem
CCCCCCCCCCCCN1C(=O)c2c(c3ccc4cc(-c5ccc(OC)cc5)c(OC)cc4c3c3c2ccc2cc(-c4ccc(OC)cc4)c(OC)cc23)C1=O,ClCCl,532.0,67.1,deep4chem
CCCCCCCCCCCCN1C(=O)c2c(c3ccc4cc(-c5cccs5)c(OC)cc4c3c3c2ccc2cc(-c4cccs4)c(OC)cc23)C1=O,ClCCl,545.0,68.6,deep4chem
CCCCCCCCCCCCN1C(=O)c2c(c3ccc4cc(-c5ccc(N(C)C)cc5)c(OC)cc4c3c3c2ccc2cc(-c4ccc(N(C)C)cc4)c(OC)cc23)C1=O,ClCCl,620.0,85.3,deep4chem
O=C1CCCC2=C1CC1=C(CCCC1=O)N2NC(=O)c1ccccc1,CC#N,434.0,59.1,deep4chem
COc1ccc(C2=CC(c3ccccc3)=[N+]3C2=Nc2c(-c4ccc(OC)cc4)cc(-c4ccccc4)n2[B-]3(F)F)cc1,Cc1ccccc1,697.0,67.3,deep4chem
COc1ccc(C2=C(c3ccccc3)C(c3ccccc3)=[N+]3C2=Nc2c(-c4ccc(OC)cc4)c(-c4ccccc4)c(-c4ccccc4)n2[B-]3(F)F)cc1,Cc1ccccc1,695.0,72.9,deep4chem
CCC1=C(C)C2=C(c3cc(C(=O)Cl)cc(C(=O)Cl)c3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CN(C)C=O,564.0,34.9,deep4chem
CCC1=C(C)C2=C(c3cc(C(=O)Cl)cc(C4=C5C(C)=C(CC)C(C)=[N+]5[B-](F)(F)n5c(C)c(CC)c(C)c54)c3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CN(C)C=O,560.0,41.3,deep4chem
