ANCHORING_GROUP;PEAK_ABSORPTION_SOLUTION;DONOR;STRUCTURE;PEAK_ABSORPTION_METAL_OXIDE;METAL_OXIDE;SOLVENT;AGGREGATION;DOI
cyanoacrylic,carboxylic;499;fluorene;CCCCC1(CCCC)c2cc(ccc2c2c1cccc2)n1c2ccsc2c2c1cc(s2)c1sc2c(c1)n(c1c2sc(c1)/C=C(/C(=O)O)\C#N)c1ccc2c(c1)C(CCCC)(CCCC)c1c2cccc1;545;TiO2;tetrahydrofuran;BATHOCHROMIC;10.1016/j.dyepig.2018.08.035
cyanoacrylic,carboxylic;524;fluorene;CCCCC1(CCCC)c2cc(ccc2c2c1cccc2)n1c2ccsc2c2c1cc(s2)c1sc2c(c1)n(c1c2sc(c1)c1sc2c(c1)n(c1c2sc(c1)/C=C(/C(=O)O)\C#N)c1ccc2c(c1)C(CCCC)(CCCC)c1c2cccc1)c1ccc2c(c1)C(CCCC)(CCCC)c1c2cccc1;531;TiO2;tetrahydrofuran;UNCHANGED;10.1016/j.dyepig.2018.08.035
cyanoacrylic,carboxylic;579;triphenylamine;CCCCCCCCn1c(=O)c2c(c1c1ccc(cn1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c(=O)n(c2c1ccc(cn1)c1ccc(s1)C=C(C(=O)O)C#N)CCCCCCCC;567;TiO2;tetrahydrofuran;HYPSOCHROMIC;10.1039/C5RA27288B
cyanoacrylic,carboxylic;564;triphenylamine;CCCCC(Cn1c(c2ccc(cn2)c2ccc(cc2)N(c2ccccc2)c2ccccc2)c2c(c1=O)c(n(c2=O)CC(CCCC)CC)c1ccc(cn1)c1ccc(s1)C=C(C(=O)O)C#N)CC;558;TiO2;tetrahydrofuran;UNCHANGED;10.1039/C5RA27288B
cyanoacrylic,carboxylic;588;triphenylamine;CCCCCCCCn1c(=O)c2c(c1c1ccc(cn1)c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC)c(=O)n(c2c1ccc(cn1)c1ccc(s1)C=C(C(=O)O)C#N)CCCCCCCC;571;TiO2;tetrahydrofuran;HYPSOCHROMIC;10.1039/C5RA27288B
cyanoacrylic,carboxylic;580;triphenylamine;CCCCC(Cn1c(c2ccc(cn2)c2ccc(cc2)N(c2ccc(cc2)OC)c2ccc(cc2)OC)c2c(c1=O)c(n(c2=O)CC(CCCC)CC)c1ccc(cn1)c1ccc(s1)C=C(C(=O)O)C#N)CC;565;TiO2;tetrahydrofuran;HYPSOCHROMIC;10.1039/C5RA27288B
cyanoacrylic,carboxylic;534;triphenylamine;CCCCCCCCn1c2cc3c(cc2c(=O)c2c1ccc(c2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)n(CCCCCCCC)c1c(c3=O)cc(cc1)c1ccc(o1)C=C(C(=O)O)C#N;416;TiO2;tetrahydrofuran;HYPSOCHROMIC;10.1039/c2jm31929b
cyanoacrylic,carboxylic;540;triphenylamine;CCCCCCCCn1c2cc3c(=O)c4cc(ccc4n(c3cc2c(=O)c2c1ccc(c2)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)CCCCCCCC)c1ccc(o1)C=C(C(=O)O)C#N;447;TiO2;tetrahydrofuran;HYPSOCHROMIC;10.1039/c2jm31929b
cyanoacrylic,carboxylic;539;triphenylamine;CCCCCCCCn1c2cc3c(=O)c4cc(ccc4n(c3cc2c(=O)c2c1ccc(c2)c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC)CCCCCCCC)c1ccc(o1)C=C(C(=O)O)C#N;432;TiO2;tetrahydrofuran;HYPSOCHROMIC;10.1039/c2jm31929b
carboxylic;486;misc;OC(=O)/C=C/c1ccc2c(c1c1cccc3c1C(=O)/C(=C/1\Sc4c(C1=O)cccc4)/S3)cccc2;506;TiO2;tetrahydrofuran;BATHOCHROMIC;10.1016/j.dyepig.2015.07.016
cyanoacrylic,carboxylic;492;misc;N#C/C(=C\c1ccc2c(c1c1cccc3c1C(=O)/C(=C/1\Sc4c(C1=O)cccc4)/S3)cccc2)/C(=O)O;517;TiO2;tetrahydrofuran;BATHOCHROMIC;10.1016/j.dyepig.2015.07.016
carboxylic;549;indoline;OC(=O)/C=C/c1ccc2c(c1c1cccc3c1C(=O)/C(=C\1/Nc4c(C1=O)cccc4)/N3)cccc2;568;TiO2;tetrahydrofuran;BATHOCHROMIC;10.1080/00397911.2013.831102
cyanoacrylic,carboxylic;572;indoline;N#C/C(=C\c1ccc2c(c1c1cccc3c1C(=O)/C(=C\1/Nc4c(C1=O)cccc4)/N3)cccc2)/C(=O)O;595;TiO2;tetrahydrofuran;BATHOCHROMIC;10.1080/00397911.2013.831102
cyanoacrylic,carboxylic;533;triphenylamine;N#C/C(=C\c1ccc(s1)c1ccc(c2c1nsn2)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O;518;TiO2;tetrahydrofuran;HYPSOCHROMIC;10.1016/j.dyepig.2011.03.015
cyanoacrylic,carboxylic;546;triphenylamine;N#C/C(=C\c1ccc(s1)c1ccc(c2c1nsn2)c1ccc(s1)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O;528;TiO2;tetrahydrofuran;HYPSOCHROMIC;10.1016/j.dyepig.2011.03.015
cyanoacrylic,carboxylic;515;triphenylamine;N#C/C(=C\c1ccc(s1)c1ccc(c2c1nsn2)c1ccc(s1)C#Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O;501;TiO2;tetrahydrofuran;HYPSOCHROMIC;10.1016/j.dyepig.2011.03.015
cyanoacrylic,carboxylic;542;triphenylamine;CCCC[C@@H](COc1ccc(cc1)N(c1ccc(cc1)OC[C@H](CCCC)CC)c1ccc(cc1)c1ccc(s1)c1ccc(c2c1nsn2)c1ccc(s1)/C=C(/C(=O)O)\C#N)CC;525;TiO2;tetrahydrofuran;HYPSOCHROMIC;10.1016/j.dyepig.2011.03.015
carboxylic,rhodanine;473;tetrahydroquinoline;OC1Cc2cc(ccc2N(C1)c1ccccc1)/C=C/1\SC(=S)N(C1=O)CC(=O)O;472;TiO2;tetrahydrofuran;UNCHANGED;10.1016/j.dyepig.2014.01.010
carboxylic,rhodanine;472;tetrahydroquinoline;CCCOC1Cc2cc(ccc2N(C1)c1ccccc1)/C=C/1\SC(=S)N(C1=O)CC(=O)O;450;TiO2;tetrahydrofuran;HYPSOCHROMIC;10.1016/j.dyepig.2014.01.010
carboxylic,rhodanine;469;tetrahydroquinoline;CCCOC1Cc2cc(/C=N/N(c3ccc(cc3)C=C3SC(=S)N(C3=O)CC(=O)O)c3ccccc3)ccc2N(C1)c1ccccc1;480;TiO2;tetrahydrofuran;BATHOCHROMIC;10.1016/j.dyepig.2014.01.010
carboxylic,rhodanine;473;tetrahydroquinoline;CCCCCCCCCOC1Cc2cc(/C=N/N(c3ccc(cc3)C=C3SC(=S)N(C3=O)CC(=O)O)c3ccccc3)ccc2N(C1)c1ccccc1;485;TiO2;tetrahydrofuran;BATHOCHROMIC;10.1016/j.dyepig.2014.01.010
cyanoacrylic,carboxylic;425;tetrahydroquinoline;CCCOC1Cc2cc(/C=N/N(c3ccc(cc3)C=C(C(=O)O)C#N)c3ccccc3)ccc2N(C1)c1ccccc1;412;TiO2;tetrahydrofuran;HYPSOCHROMIC;10.1016/j.dyepig.2014.01.010
carboxylic,rhodanine;507;carbazole;CCn1c2ccc(cc2c2c1c1c(c3c2n(CC)c2c3cccc2)n(c2c1cccc2)CC)c1ccc(s1)/C=C/1\SC(=S)N(C1=O)CC(=O)O;490;TiO2;tetrahydrofuran;HYPSOCHROMIC;10.1016/j.dyepig.2014.10.007
carboxylic,rhodanine;456;carbazole;CCn1c2ccc(cc2c2c1c1c(c3c2n(CC)c2c3cccc2)n(c2c1cccc2)CC)c1ccc(cc1)/C=C\1/SC(=S)N(C1=O)CC(=O)O;430;TiO2;tetrahydrofuran;HYPSOCHROMIC;10.1016/j.dyepig.2014.10.007
cyanoacrylic,carboxylic;466;triphenylamine;CCCCCCOc1c(OCCCCCC)c(c2ccc(s2)/C=C(/C(=O)O)\C#N)c2c(c1c1ccc(cc1)N(c1ccccc1)c1ccccc1)nsn2;455;TiO2;tetrahydrofuran;HYPSOCHROMIC;10.1039/c2jm30427a
cyanoacrylic,carboxylic;454;triphenylamine;CCCCCCOc1c(OCCCCCC)c(c2ccc(s2)/C=C(/C(=O)O)\C#N)c2c(c1c1ccc3c(c1)C(CC)(CC)c1c3ccc(c1)N(c1ccccc1)c1ccccc1)nsn2;441;TiO2;tetrahydrofuran;HYPSOCHROMIC;10.1039/c2jm30427a
cyanoacrylic,carboxylic;478;triphenylamine;CCCCCCOc1c(OCCCCCC)c(c2ccc(s2)/C=C(/C(=O)O)\C#N)c2c(c1C#Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)nsn2;460;TiO2;tetrahydrofuran;HYPSOCHROMIC;10.1039/c2jm30427a
cyanoacrylic,carboxylic;501;triphenylamine;CCCCCCOc1c(OCCCCCC)c(c2ccc(s2)/C=C(/C(=O)O)\C#N)c2c(c1c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)nsn2;489;TiO2;tetrahydrofuran;HYPSOCHROMIC;10.1039/c2jm30427a
cyanoacrylic,carboxylic;536;triphenylamine;CCCCCCOc1c(c2ccc(s2)c2ccc(cc2)N(c2ccc(cc2)OC)c2ccc(cc2)OC)c2nsnc2c(c1OCCCCCC)c1ccc(s1)/C=C(/C(=O)O)\C#N;518;TiO2;tetrahydrofuran;HYPSOCHROMIC;10.1039/c2jm30427a
cyanoacrylic,carboxylic;491;triphenylamine;N#C/C(=C\c1ccc(s1)c1ccc(c2c1nsn2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O;480;TiO2;tetrahydrofuran;HYPSOCHROMIC;10.1039/c2jm30427a
cyanoacrylic,carboxylic;464;triphenylamine;N#C/C(=C\c1ccc(s1)C1=Nc2c(C1(C)C)cc(cc2)N(c1ccccc1)c1ccccc1)/C(=O)O;476;TiO2;tetrahydrofuran;BATHOCHROMIC;10.1039/c2jm33228k
cyanoacrylic,carboxylic;453;triphenylamine;N#C/C(=C\c1ccc(o1)C1=Nc2c(C1(C)C)cc(cc2)N(c1ccccc1)c1ccccc1)/C(=O)O;474;TiO2;tetrahydrofuran;BATHOCHROMIC;10.1039/c2jm33228k
cyanoacrylic,carboxylic;480;triphenylamine;N#C/C(=C\c1cnc(s1)C1=Nc2c(C1(C)C)cc(cc2)N(c1ccccc1)c1ccccc1)/C(=O)O;499;TiO2;tetrahydrofuran;BATHOCHROMIC;10.1039/c2jm33228k
cyanoacrylic,carboxylic;435;triphenylamine;N#C/C(=C\c1ccc(cc1)C1=Nc2c(C1(C)C)cc(cc2)N(c1ccccc1)c1ccccc1)/C(=O)O;436;TiO2;tetrahydrofuran;UNCHANGED;10.1039/c2jm33228k
cyanoacrylic,carboxylic;501;misc;CCCCCCc1cc(sc1c1sc(c(c1)CCCCCC)c1sc(c2c1OCCO2)/C=C(/C(=O)O)\C#N)c1sc2c(c1)c(c1ccc(s1)CC(CCCC)CC)c1c(c2c2ccc(s2)CC(CCCC)CC)ccs1;490;TiO2;tetrahydrofuran;HYPSOCHROMIC;10.1039/c5ta00332f
cyanoacrylic,carboxylic;484;misc;CCCCC(Cc1ccc(s1)c1c2sc(cc2c(c2c1cc(s2)c1cc(c(s1)c1cc(c(s1)c1sc(c2c1OCCO2)/C=C(/C(=O)O)\C#N)CCCCCC)CCCCCC)c1ccc(s1)CC(CCCC)CC)c1cc(c(s1)c1cc(c(s1)c1sc(c2c1OCCO2)/C=C(/C(=O)O)\C#N)CCCCCC)CCCCCC)CC;510;TiO2;tetrahydrofuran;BATHOCHROMIC;10.1039/c5ta00332f
cyanoacrylic,carboxylic;490;misc;CCCCCCOc1ccc(cc1)C1(c2ccc(cc2)OCCCCCC)c2cc3c4sc(cc4C(c3cc2c2c1cc(s2)/C=C(/C(=O)O)\C#N)(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC)N(c1ccccc1)c1ccccc1;470;TiO2;tetrahydrofuran;HYPSOCHROMIC;10.1021/jo201730a
cyanoacrylic,carboxylic;500;misc;CCCCCCOc1ccc(cc1)C1(c2ccc(cc2)OCCCCCC)c2cc3c4sc(cc4C(c3cc2c2c1cc(s2)/C=C(/C(=O)O)\C#N)(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC)N(c1cccc(c1)C)c1ccc(cc1)C;480;TiO2;tetrahydrofuran;HYPSOCHROMIC;10.1021/jo201730a
cyanoacrylic,carboxylic;520;misc;CCCCCCOc1ccc(cc1)C1(c2ccc(cc2)OCCCCCC)c2cc3c4sc(cc4C(c3cc2c2c1cc(s2)/C=C(/C(=O)O)\C#N)(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC)N(c1cccc(c1)OC)c1ccc(cc1)OC;500;TiO2;tetrahydrofuran;HYPSOCHROMIC;10.1021/jo201730a
cyanoacrylic,carboxylic;633;triphenylamine;CCCCCCOc1cc(ccc1OCCCCCC)c1nc2c(nc1c1ccc(c(c1)OCCCCCC)OCCCCCC)c(sc2c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(s1)C=C(C(=O)O)C#N;613;TiO2;tetrahydrofuran;HYPSOCHROMIC;10.1039/C8TA04774J
cyanoacrylic,carboxylic;513;triphenylamine;CCCCCCOc1cc(ccc1OCCCCCC)c1nc2c(nc1c1ccc(c(c1)OCCCCCC)OCCCCCC)c(ccc2c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(s1)C=C(C(=O)O)C#N;498;TiO2;tetrahydrofuran;HYPSOCHROMIC;10.1039/C8TA04774J
cyanoacrylic,carboxylic;642;triphenylamine;CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(s1)c1sc(c2c1nc(c1ccc(c(c1)OCCCCCC)OCCCCCC)c(n2)c1ccc(c(c1)OCCCCCC)OCCCCCC)c1ccc(s1)C=C(C(=O)O)C#N;629;TiO2;tetrahydrofuran;HYPSOCHROMIC;10.1039/C8TA04774J
cyanoacrylic,carboxylic;532;triphenylamine;CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(s1)c1ccc(c2c1nc(c1ccc(c(c1)OCCCCCC)OCCCCCC)c(n2)c1ccc(c(c1)OCCCCCC)OCCCCCC)c1ccc(s1)C=C(C(=O)O)C#N;524;TiO2;tetrahydrofuran;UNCHANGED;10.1039/C8TA04774J
benzoic,carboxylic;653;phenothiazine,indoline;CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)OC[C@H](CCCC)CC)c1ccc(s1)[C@@H]1[C@H]([O-])/C(=C/[C@@H]2[NH+](CCCCCCCC)c3c(C2(C)C)cc(cc3)C(=O)O)/C1=O;640;TiO2;tetrahydrofuran;HYPSOCHROMIC;10.1016/j.dyepig.2014.07.031
benzoic,carboxylic;667;phenothiazine,indoline;CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)OC[C@H](CCCC)CC)c1ccc(s1)c1ccc(s1)[C@@H]1[C@H]([O-])/C(=C/[C@@H]2[NH+](CCCCCCCC)c3c(C2(C)C)cc(cc3)C(=O)O)/C1=O;650;TiO2;tetrahydrofuran;HYPSOCHROMIC;10.1016/j.dyepig.2014.07.031
benzoic,carboxylic;662;phenothiazine,indoline;CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)OC[C@H](CCCC)CC)c1sc2c(c1)sc(c2)[C@@H]1[C@H]([O-])/C(=C/[C@@H]2[NH+](CCCCCCCC)c3c(C2(C)C)cc(cc3)C(=O)O)/C1=O;650;TiO2;tetrahydrofuran;HYPSOCHROMIC;10.1016/j.dyepig.2014.07.031
cyanoacrylic,carboxylic;671;phenothiazine,indoline;CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)OC[C@H](CCCC)CC)c1ccc(s1)[C@@H]1[C@H]([O-])/C(=C/[C@@H]2[NH+](CCCCCCCC)c3c(C2(C)C)cc(cc3)c2ccc(s2)/C=C(/C(=O)O)\C#N)/C1=O;655;TiO2;tetrahydrofuran;HYPSOCHROMIC;10.1016/j.dyepig.2014.07.031
cyanoacrylic,carboxylic;494;triphenylamine,phenothiazine,anthracene;CCCCCCOc1c2cc(ccc2c(c2c1ccc(c2)/C=C(/C(=O)O)\C#N)OCCCCCC)N(c1ccc2c(c1)Sc1c(N2CCCCCC)cccc1)c1ccccc1;500;TiO2;tetrahydrofuran;UNCHANGED;10.1002/cssc.201403016
cyanoacrylic,carboxylic;504;triphenylamine,phenothiazine,anthracene;CCCCCCOc1c2cc(ccc2c(c2c1ccc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N)OCCCCCC)N(c1ccc2c(c1)Sc1c(N2CCCCCC)cccc1)c1ccccc1;520;TiO2;tetrahydrofuran;BATHOCHROMIC;10.1002/cssc.201403016
cyanoacrylic,carboxylic;440;triphenylamine,phenothiazine,anthracene;CCCCCCOc1c2cc(ccc2c(c2c1cccc2)OCCCCCC)N(c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C(/C(=O)O)\C#N)c1ccccc1;460;TiO2;tetrahydrofuran;BATHOCHROMIC;10.1002/cssc.201403016
cyanoacrylic,carboxylic;448;triphenylamine,phenothiazine,anthracene;CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)c1ccc(s1)/C=C(\C(=O)O)/C#N)N(c1ccc2c(c1)c(OCCCCCC)c1c(c2OCCCCCC)cccc1)c1ccccc1;490;TiO2;tetrahydrofuran;BATHOCHROMIC;10.1002/cssc.201403016
cyanoacrylic,carboxylic;422;triphenylamine,phenothiazine,anthracene;CCCCCCOc1c2cc(ccc2c(c2c1cccc2)OCCCCCC)N(c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C(\C(=O)O)/C#N)c1ccccc1;475;TiO2;tetrahydrofuran;BATHOCHROMIC;10.1002/cssc.201403016
cyanoacrylic,carboxylic;370;triphenylamine;N#CC(=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O;355;TiO2;tetrahydrofuran;HYPSOCHROMIC;10.1016/j.tet.2012.02.077
cyanoacrylic,carboxylic;407;triphenylamine;N#C/C(=C\c1ccc(cc1)N(c1ccc(cc1)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O;405;TiO2;tetrahydrofuran;UNCHANGED;10.1016/j.tet.2012.02.077
cyanoacrylic,carboxylic;409;triphenylamine,phenothiazine;CCCCCCCCN1c2ccc(cc2Sc2c1cccc2)/C=C/c1ccc(cc1)N(c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)/C=C/c1ccc2c(c1)Sc1c(N2CCCCCCCC)cccc1;455;TiO2;tetrahydrofuran;BATHOCHROMIC;10.1016/j.tet.2012.02.077
cyanoacrylic,carboxylic;395;triphenylamine,carbazole;CCCCCCCCn1c2ccccc2c2c1cc(/C=C/c1ccc(cc1)N(c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)/C=C/c1ccc3c(c1)n(CCCCCCCC)c1c3cccc1)cc2;430;TiO2;tetrahydrofuran;BATHOCHROMIC;10.1016/j.tet.2012.02.077
cyanoacrylic,carboxylic;468;triphenylamine,phenothiazine;CCCCCCOc1ccc(cc1)c1ccc2c(c1)Sc1c(N2c2ccc(cc2)OCCOCCOCCOC)ccc(c1)/C=C(/C(=O)O)\C#N;474;TiO2;tetrahydrofuran;UNCHANGED;10.1002/cssc.201500589
cyanoacrylic,carboxylic;467;triphenylamine,phenothiazine;CCCCCCOc1ccc(cc1)N1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)CCOCOCOCCOC;475;TiO2;tetrahydrofuran;UNCHANGED;10.1002/cssc.201500589
cyanoacrylic,carboxylic;469;triphenylamine,phenothiazine;COCCOCOCOCCc1ccc(cc1)c1ccc2c(c1)Sc1c(N2c2ccc(cc2)OOCCOCCOC)ccc(c1)/C=C(/C(=O)O)\C#N;470;TiO2;tetrahydrofuran;UNCHANGED;10.1002/cssc.201500589
cyanoacrylic,carboxylic;472;triphenylamine,phenothiazine;COCCOCCOCCOc1cc(OCCOCCOCCOC)ccc1c1ccc2c(c1)Sc1c(N2c2ccc(cc2)OOCCOCCOC)ccc(c1)/C=C(/C(=O)O)\C#N;480;TiO2;tetrahydrofuran;UNCHANGED;10.1002/cssc.201500589
cyanoacrylic,carboxylic;470;triphenylamine,phenothiazine;CCCCCCOc1ccc(cc1)c1ccc2c(c1)Sc1c(N2c2ccc(cc2)OCCCCCC)ccc(c1)/C=C(/C(=O)O)\C#N;480;TiO2;tetrahydrofuran;UNCHANGED;10.1002/cssc.201500589
cyanoacrylic,carboxylic;453;carbazole;CCCCCCn1c2ccc(cc2c2c1c(c1ccccc1)c1c(c2c2ccccc2)n(c2c1cccc2)CCCCCC)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N;467;TiO2;tetrahydrofuran;BATHOCHROMIC;10.1039/C3TA11748K
cyanoacrylic,carboxylic;522;carbazole;CCCCCCn1c2ccc(cc2c2c1c(c1ccccc1)c1c(c2c2ccccc2)n(c2c1cccc2)CCCCCC)c1ccc(c2c1nsn2)c1ccc(s1)/C=C(\C(=O)O)/C#N;517;TiO2;tetrahydrofuran;UNCHANGED;10.1039/C3TA11748K
cyanoacrylic,carboxylic;464;carbazole;CCCCCCn1c2ccc(cc2c2c1c(c1ccccc1)c1c(c2c2ccccc2)n(c2c1cccc2)CCCCCC)c1ccc(s1)c1cc2c(s1)C=C(C2)/C=C(\C(=O)O)/C#N;458;TiO2;tetrahydrofuran;UNCHANGED;10.1039/C3TA11748K
cyanoacrylic,carboxylic;522;carbazole;CCCCCCn1c2ccc(cc2c2c1c(c1ccccc1)c1c(c2c2ccccc2)n(c2c1cccc2)CCCCCC)c1ccc(c2c1nsn2)c1sc2c(c1)sc(c2)/C=C(/C(=O)O)\C#N;514;TiO2;tetrahydrofuran;UNCHANGED;10.1039/C3TA11748K
cyanoacrylic,carboxylic;461;carbazole;CCCCCCn1c2ccc(cc2c2c1cccc2)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N;426;TiO2;tetrahydrofuran;HYPSOCHROMIC;10.1039/C3TA11748K
cyanoacrylic,carboxylic;647;bodipy;CCCCCCc1cc(sc1c1ccc2c(c1)C(=[N+]1C2=Cc2n([B-]1(F)F)c(c1c2ccc(c1)c1sc(cc1CCCCCC)/C=C(\C(=O)O)/C#N)c1ccccc1OC)c1ccccc1OC)C=C(C(=O)O)C#N;650;TiO2;tetrahydrofuran;UNCHANGED;10.1039/C3TA15340A
cyanoacrylic,carboxylic;660;bodipy;CCCCCCc1cc(sc1c1ccc2c(c1)C1=Cc3c4cc(ccc4c(n3[B-]([N+]1=C2c1ccccc1OC)(F)F)c1ccccc1OC)c1sc(cc1CCCCCC)/C=C(\C(=O)O)/C#N)/C=C(\C(=O)O)/C#N;700;TiO2;tetrahydrofuran;BATHOCHROMIC;10.1039/C3TA15340A
cyanoacrylic,carboxylic;644;bodipy;CCCCCCc1cc(sc1c1ccc2c(c1)C(=[N+]1C2=Cc2n([B-]1(F)F)c(c1c2ccc(c1)c1sc(cc1CCCCCC)/C=C(\C(=O)O)/C#N)c1ccccc1OC)c1ccccc1OC)CO;710;TiO2;tetrahydrofuran;BATHOCHROMIC;10.1039/C3TA15340A
cyanoacrylic,carboxylic;493;triphenylamine;CCCCCCCCCCOc1cc2c(cc1OCCCCCCCCCC)c1sc(cc1c1c2sc(c1)c1ccc2c(c1)C(CCCC)(CCCC)c1c2ccc(c1)N(c1ccccc1)c1ccccc1)C=C(C(=O)O)C#N;520;TiO2;tetrahydrofuran;BATHOCHROMIC;10.1039/C3TA12901B
cyanoacrylic,carboxylic;509;triphenylamine;CCCCCCCCCCOc1cc2c(cc1OCCCCCCCCCC)c1sc(cc1c1c2sc(c1)c1ccc2c(c1)C(CCCC)(CCCC)c1c2ccc(c1)N(c1ccccc1)c1ccccc1)c1cc2c(s1)c1ccccc1c1c2cc(s1)C=C(C(=O)O)C#N;570;TiO2;tetrahydrofuran;BATHOCHROMIC;10.1039/C3TA12901B
cyanoacrylic,carboxylic;491;carbazole;CCCCC(COc1cc2c3sc(cc3c3c(c2cc1OCC(CCCC)CC)sc(c3)C=C(C(=O)O)C#N)c1ccc2c(c1)c1ccccc1n2CCCC)CC;550;TiO2;tetrahydrofuran;BATHOCHROMIC;10.1039/C3TA12901B
cyanoacrylic,carboxylic;483;carbazole;CCCCCCCCCCOc1cc2c3sc(cc3c3c(c2cc1OCCCCCCCCCC)sc(c3)C=C(C(=O)O)C#N)c1ccc2c(c1)c1ccccc1n2CCCCCCCCCC;540;TiO2;tetrahydrofuran;BATHOCHROMIC;10.1039/C3TA12901B
catechol;362;triphenylamine;Oc1cc(ccc1O)c1ccc2c(c1)C(C)(C)c1c2ccc(c1)N(c1ccccc1)c1ccccc1;400;TiO2;tetrahydrofuran;BATHOCHROMIC;10.1039/C4TA01286K
catechol;364;triphenylamine,carbazole;CCCCn1c2cc(ccc2c2c1cc(cc2)c1ccc(c(c1)O)O)N(c1ccccc1)c1ccccc1;400;TiO2;tetrahydrofuran;BATHOCHROMIC;10.1039/C4TA01286K
catechol;429;triphenylamine,carbazole;CCCCn1c2cc(ccc2c2c1cc(cc2)N(c1ccccc1)c1ccccc1)c1ccc(s1)c1ccc(s1)c1ccc(s1)c1ccc(c(c1)O)O;500;TiO2;tetrahydrofuran;BATHOCHROMIC;10.1039/C4TA01286K
cyanoacrylic,carboxylic;363;phenothiazine;N#C/C(=C\c1c2c(Sc3c(N2C)cccc3)cc2c1cccc2)/C(=O)O;336;TiO2;tetrahydrofuran;HYPSOCHROMIC;10.1039/C4TA02720E
cyanoacrylic,carboxylic;391;phenothiazine;N#C/C(=C\c1ccc(s1)/C=C/c1c2c(Sc3c(N2C)cccc3)cc2c1cccc2)/C(=O)O;361;TiO2;tetrahydrofuran;HYPSOCHROMIC;10.1039/C4TA02720E
cyanoacrylic,carboxylic;443;phenothiazine;N#C/C(=C\c1ccc(s1)c1ccc(s1)/C=C/c1c2c(Sc3c(N2C)cccc3)cc2c1cccc2)/C(=O)O;425;TiO2;tetrahydrofuran;HYPSOCHROMIC;10.1039/C4TA02720E
cyanoacrylic,carboxylic;466;bodipy,phenothiazine;CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)C=C(C(=O)O)C#N)c1ccc2[n+](c1)[B-](F)(F)n1c(=C2C#N)cccc1;466;TiO2;tetrahydrofuran;UNCHANGED;10.1039/C5TA03807C
cyanoacrylic,carboxylic;466;bodipy,phenothiazine;CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)c1ccc(s1)C=C(C(=O)O)C#N)c1ccc2[n+](c1)[B-](F)(F)n1c(=C2C#N)cccc1;465;TiO2;tetrahydrofuran;UNCHANGED;10.1039/C5TA03807C
cyanoacrylic,carboxylic;481;bodipy,phenothiazine;CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(\C(=O)O)/C#N)c1ccc(s1)c1ccc2[n+](c1)[B-](F)(F)n1c(=C2C#N)cccc1;478;TiO2;tetrahydrofuran;UNCHANGED;10.1039/C5TA03807C
